,Price
7162,11541
7163,5592
7164,2000
7165,10331
7166,12282
7167,7839
7168,9872
7169,4369
7170,8359
7171,10824
7172,12085
7173,6000
7174,11046
7175,8053
7176,5199
7177,13945
7178,12505
7179,6495
7180,5367
7181,6167
7182,3096
7183,10506
7184,7252
7185,11148
7186,15318
7187,9506
7188,5519
7189,9559
7190,6193
7191,11063
7192,5175
7193,7369
7194,10920
7195,10769
7196,5149
7197,6185
7198,2000
7199,3112
7200,9482
7201,14501
7202,6859
7203,12350
7204,3856
7205,10933
7206,13624
7207,9703
7208,10178
7209,10551
7210,3336
7211,11142
7212,11832
7213,10303
7214,8533
7215,13343
7216,7990
7217,6940
7218,9053
7219,8350
7220,8224
7221,18255
7222,9140
7223,9279
7224,6243
7225,9307
7226,4623
7227,8247
7228,10242
7229,9614
7230,11032
7231,7830
7232,11021
7233,5037
7234,10580
7235,9365
7236,12131
7237,9254
7238,8929
7239,14150
7240,11651
7241,9077
7242,11852
7243,10822
7244,7147
7245,8848
7246,13320
7247,10424
7248,3597
7249,8841
7250,12095
7251,15273
7252,9123
7253,12567
7254,6620
7255,11383
7256,7098
7257,10317
7258,8829
7259,10183
7260,5950
7261,2449
7262,7475
7263,4749
7264,15871
7265,9939
7266,14629
7267,7876
7268,11508
7269,6664
7270,8784
7271,8862
7272,12967
7273,10411
7274,10275
7275,6164
7276,6325
7277,11866
7278,9992
7279,7265
7280,10729
7281,13104
7282,14252
7283,7747
7284,17072
7285,10951
7286,6143
7287,14751
7288,5030
7289,4565
7290,8565
7291,5189
7292,12878
7293,12634
7294,12752
7295,12842
7296,10809
7297,8987
7298,12856
7299,9889
7300,7813
7301,13591
7302,4348
7303,6810
7304,6726
7305,5489
7306,6049
7307,10174
7308,7434
7309,10594
7310,6653
7311,9168
7312,9668
7313,3825
7314,10554
7315,14574
7316,8083
7317,11453
7318,5519
7319,8286
7320,8206
7321,3538
7322,3612
7323,5273
7324,8152
7325,2000
7326,5111
7327,8899
7328,11799
7329,3714
7330,12449
7331,10145
7332,13490
7333,9351
7334,12667
7335,8554
7336,10815
7337,8651
7338,13259
7339,9978
7340,7923
7341,9590
7342,7977
7343,10364
7344,9791
7345,10419
7346,10101
7347,8816
7348,10944
7349,10334
7350,8628
7351,8532
7352,9610
7353,8863
7354,13949
7355,8032
7356,5331
7357,9550
7358,12272
7359,7248
7360,10489
7361,9901
7362,9572
7363,12876
7364,9979
7365,10590
7366,12120
7367,4412
7368,5466
7369,7331
7370,5656
7371,5236
7372,10483
7373,12725
7374,9176
7375,8564
7376,6660
7377,3778
7378,7408
7379,11618
7380,9368
7381,14056
7382,8839
7383,6420
7384,10085
7385,7863
7386,10799
7387,4475
7388,6074
7389,6820
7390,4164
7391,8530
7392,14469
7393,5387
7394,10387
7395,10118
7396,8135
7397,11791
7398,10104
7399,10572
7400,9361
7401,13448
7402,4258
7403,3075
7404,9811
7405,2000
7406,12001
7407,12993
7408,12071
7409,13841
7410,6184
7411,14681
7412,12449
7413,8987
7414,6347
7415,9444
7416,12084
7417,6750
7418,8629
7419,7524
7420,8688
7421,4063
7422,9390
7423,9273
7424,12112
7425,9261
7426,9113
7427,15253
7428,11523
7429,11393
7430,5208
7431,7128
7432,7808
7433,13878
7434,8384
7435,6621
7436,6389
7437,8915
7438,8059
7439,10471
7440,10988
7441,7287
7442,4116
7443,14081
7444,11647
7445,5217
7446,11594
7447,11227
7448,3872
7449,5831
7450,9172
7451,11419
7452,3924
7453,5443
7454,7917
7455,10845
7456,7277
7457,8166
7458,6368
7459,6345
7460,11215
7461,11766
7462,10870
7463,8022
7464,8064
7465,6625
7466,9745
7467,8842
7468,12438
7469,10644
7470,4851
7471,9396
7472,11294
7473,8438
7474,11334
7475,10657
7476,5698
7477,9000
7478,8924
7479,13080
7480,12986
7481,11810
7482,10518
7483,6862
7484,12622
7485,13920
7486,7039
7487,9367
7488,3774
7489,13069
7490,11127
7491,7532
7492,6133
7493,10114
7494,11249
7495,7883
7496,4926
7497,11080
7498,8596
7499,6494
7500,7814
7501,11757
7502,5407
7503,13818
7504,6401
7505,14644
7506,8038
7507,11321
7508,11995
7509,11885
7510,5225
7511,10270
7512,7626
7513,11214
7514,9089
7515,2000
7516,9410
7517,6683
7518,4318
7519,12287
7520,8051
7521,8457
7522,14505
7523,9049
7524,9094
7525,7970
7526,11728
7527,5680
7528,5536
7529,12941
7530,9804
7531,9334
7532,9573
7533,10567
7534,11127
7535,10905
7536,7567
7537,13462
7538,5775
7539,5651
7540,7939
7541,6387
7542,8477
7543,9907
7544,5259
7545,4380
7546,8676
7547,12334
7548,10735
7549,7451
7550,10336
7551,10612
7552,6865
7553,8949
7554,6061
7555,9680
7556,8579
7557,9705
7558,7190
7559,4820
7560,6931
7561,9048
7562,11770
7563,11213
7564,13457
7565,3456
7566,10032
7567,13038
7568,11213
7569,12757
7570,8294
7571,7725
7572,8504
7573,10414
7574,11253
7575,16342
7576,13230
7577,8783
7578,14567
7579,8819
7580,7377
7581,11950
7582,4932
7583,8684
7584,8689
7585,7019
7586,2375
7587,8769
7588,8501
7589,9975
7590,10086
7591,13196
7592,10153
7593,9191
7594,11820
7595,10095
7596,7366
7597,13352
7598,7974
7599,8086
7600,6608
7601,12231
7602,8968
7603,7909
7604,5361
7605,5876
7606,12112
7607,5891
7608,7641
7609,9797
7610,8690
7611,11769
7612,10748
7613,12612
7614,8683
7615,16358
7616,14818
7617,7912
7618,7636
7619,10085
7620,10429
7621,10801
7622,5307
7623,9261
7624,12381
7625,16333
7626,5625
7627,3110
7628,6947
7629,4719
7630,14156
7631,10848
7632,3699
7633,2000
7634,12629
7635,10349
7636,9762
7637,7943
7638,11874
7639,2964
7640,9885
7641,6056
7642,14486
7643,5650
7644,4267
7645,10559
7646,3098
7647,10773
7648,16844
7649,7658
7650,5863
7651,8774
7652,10697
7653,11264
7654,10066
7655,7819
7656,6755
7657,13249
7658,8235
7659,7529
7660,6677
7661,13106
7662,6109
7663,5912
7664,7665
7665,14288
7666,8359
7667,11984
7668,12330
7669,7361
7670,4145
7671,7046
7672,10505
7673,8285
7674,13606
7675,3198
7676,8985
7677,2000
7678,15541
7679,4866
7680,15463
7681,6488
7682,9397
7683,7378
7684,13134
7685,8049
7686,11767
7687,9338
7688,11353
7689,9308
7690,5579
7691,9343
7692,7711
7693,9933
7694,9903
7695,12840
7696,8077
7697,5966
7698,8903
7699,9225
7700,4860
7701,12918
7702,7657
7703,11266
7704,13092
7705,11928
7706,6722
7707,7621
7708,8792
7709,8222
7710,10597
7711,9758
7712,11931
7713,6542
7714,5976
7715,2620
7716,12013
7717,6223
7718,5753
7719,3354
7720,9689
7721,6398
7722,9537
7723,14700
7724,14610
7725,7061
7726,8401
7727,6058
7728,4902
7729,9183
7730,11813
7731,7637
7732,10300
7733,7648
7734,10072
7735,9527
7736,4851
7737,10267
7738,6551
7739,4805
7740,8200
7741,16893
7742,7221
7743,12249
7744,12577
7745,9114
7746,8644
7747,10326
7748,11422
7749,13997
7750,12560
7751,10402
7752,12552
7753,8254
7754,11616
7755,8420
7756,11813
7757,4192
7758,11313
7759,9304
7760,11509
7761,8625
7762,8694
7763,12362
7764,3645
7765,11574
7766,2000
7767,12060
7768,9877
7769,2000
7770,11838
7771,9239
7772,9292
7773,4303
7774,6368
7775,7694
7776,7154
7777,8720
7778,14938
7779,7987
7780,10845
7781,4527
7782,7714
7783,6088
7784,12451
7785,3563
7786,7031
7787,5843
7788,9960
7789,6029
7790,14567
7791,8703
7792,7057
7793,7818
7794,8291
7795,3875
7796,8596
7797,13241
7798,10064
7799,2690
7800,8238
7801,3742
7802,12863
7803,10978
7804,12004
7805,6096
7806,10814
7807,8173
7808,7026
7809,9073
7810,12621
7811,10104
7812,4542
7813,6884
7814,10341
7815,10810
7816,8609
7817,11898
7818,14677
7819,8359
7820,4507
7821,7827
7822,5801
7823,8263
7824,7739
7825,10044
7826,4984
7827,12209
7828,6749
7829,12693
7830,7263
7831,5956
7832,13699
7833,7763
7834,5354
7835,11162
7836,11520
7837,10140
7838,7701
7839,8559
7840,6557
7841,3291
7842,10323
7843,12145
7844,9922
7845,7195
7846,11505
7847,14781
7848,10208
7849,10441
7850,9184
7851,8605
7852,13047
7853,8124
7854,6884
7855,10688
7856,10730
7857,6196
7858,7583
7859,12995
7860,10251
7861,4687
7862,7848
7863,4563
7864,8607
7865,8207
7866,8135
7867,6919
7868,9963
7869,5417
7870,9276
7871,7633
7872,9032
7873,6743
7874,7235
7875,9838
7876,11721
7877,12114
7878,12687
7879,10008
7880,3862
7881,5907
7882,6680
7883,11014
7884,10433
7885,10586
7886,13849
7887,6672
7888,13435
7889,9271
7890,7497
7891,6240
7892,10806
7893,2000
7894,12130
7895,4046
7896,12058
7897,3586
7898,4676
7899,8829
7900,4582
7901,7260
7902,7160
7903,9592
7904,10201
7905,8161
7906,10810
7907,12149
7908,11004
7909,9138
7910,10062
7911,5494
7912,8221
7913,13171
7914,2597
7915,8324
7916,6909
7917,6051
7918,12164
7919,7088
7920,5857
7921,6727
7922,10922
7923,11308
7924,11401
7925,11083
7926,3424
7927,7164
7928,8938
7929,7732
7930,9418
7931,8764
7932,11544
7933,7925
7934,8650
7935,13784
7936,10898
7937,5411
7938,8289
7939,8028
7940,8098
7941,8893
7942,8101
7943,4817
7944,9827
7945,7916
7946,11689
7947,5875
7948,12769
7949,6827
7950,6790
7951,16231
7952,7878
7953,9220
7954,10271
7955,6649
7956,4792
7957,4216
7958,7398
7959,10603
7960,6332
7961,11875
7962,6726
7963,10659
7964,7215
7965,6665
7966,8878
7967,7585
7968,10087
7969,12654
7970,11316
7971,6793
7972,8012
7973,9270
7974,6336
7975,7903
7976,8336
7977,10732
7978,7905
7979,13804
7980,4423
7981,8992
7982,2652
7983,8807
7984,8921
7985,6711
7986,3829
7987,6758
7988,5979
7989,5589
7990,5729
7991,14327
7992,8258
7993,3955
7994,10041
7995,5435
7996,4474
7997,7463
7998,2000
7999,6666
8000,5901
8001,5425
8002,15398
8003,4731
8004,4912
8005,8156
8006,7208
8007,9073
8008,7958
8009,11917
8010,15195
8011,9992
8012,8473
8013,9226
8014,9802
8015,10269
8016,14160
8017,11844
8018,10708
8019,11331
8020,6467
8021,10454
8022,10325
8023,4216
8024,3051
8025,10065
8026,5376
8027,3987
8028,10881
8029,9479
8030,5120
8031,9026
8032,8225
8033,7494
8034,5795
8035,5157
8036,7984
8037,10872
8038,11812
8039,4854
8040,4323
8041,10288
8042,10482
8043,13615
8044,12362
8045,11570
8046,4253
8047,8368
8048,11484
8049,8274
8050,12090
8051,4489
8052,11056
8053,9164
8054,4263
8055,4007
8056,8065
8057,9155
8058,3052
8059,3077
8060,5816
8061,8606
8062,6446
8063,11067
8064,8514
8065,9257
8066,12762
8067,10139
8068,8261
8069,6805
8070,9677
8071,7934
8072,10538
8073,3542
8074,8403
8075,11531
8076,8352
8077,8511
8078,3200
8079,5591
8080,2984
8081,10163
8082,3670
8083,9341
8084,12357
8085,5046
8086,14132
8087,6052
8088,14271
8089,7819
8090,8012
8091,4774
8092,6660
8093,10360
8094,6233
8095,9553
8096,11026
8097,11657
8098,10579
8099,11184
8100,4476
8101,10516
8102,14456
8103,11935
8104,10509
8105,11582
8106,11900
8107,14718
8108,8576
8109,8205
8110,7204
8111,4259
8112,15289
8113,9847
8114,11300
8115,10604
8116,7833
8117,12315
8118,10259
8119,8876
8120,5559
8121,2406
8122,8533
8123,12545
8124,9347
8125,10972
8126,11849
8127,7378
8128,4631
8129,6691
8130,8055
8131,11852
8132,6696
8133,5177
8134,10765
8135,4279
8136,14167
8137,9810
8138,12300
8139,8936
8140,7002
8141,4707
8142,13574
8143,6529
8144,4678
8145,6375
8146,12196
8147,5305
8148,11496
8149,9478
8150,4731
8151,8040
8152,12729
8153,16759
8154,6797
8155,9521
8156,12641
8157,5536
8158,4090
8159,9255
8160,11149
8161,10651
8162,13614
8163,8374
8164,6255
8165,7943
8166,9626
8167,12302
8168,9768
8169,6734
8170,7730
8171,10155
8172,16589
8173,14344
8174,10087
8175,11431
8176,13724
8177,10121
8178,6214
8179,10303
8180,10376
8181,5565
8182,6972
8183,10698
8184,4257
8185,11848
8186,5117
8187,7735
8188,10528
8189,8751
8190,7443
8191,11573
8192,8782
8193,11430
8194,10936
8195,12542
8196,10773
8197,5852
8198,10873
8199,4370
8200,8823
8201,9121
8202,5639
8203,9419
8204,12100
8205,2000
8206,7841
8207,3115
8208,6751
8209,2888
8210,10661
8211,11274
8212,2000
8213,8490
8214,8437
8215,5000
8216,2000
8217,11890
8218,9317
8219,8651
8220,8221
8221,6644
8222,4874
8223,6397
8224,10640
8225,10312
8226,9557
8227,6162
8228,11129
8229,5276
8230,6633
8231,6884
8232,2000
8233,8245
8234,4535
8235,6257
8236,11258
8237,6073
8238,8787
8239,2473
8240,5440
8241,11044
8242,15418
8243,3444
8244,7193
8245,5747
8246,10205
8247,11192
8248,8423
8249,9778
8250,6749
8251,9367
8252,12677
8253,8176
8254,11554
8255,11517
8256,8398
8257,15238
8258,6622
8259,7311
8260,4642
8261,6435
8262,7491
8263,6478
8264,6665
8265,10034
8266,4280
8267,14499
8268,4255
8269,6899
8270,13803
8271,4053
8272,9234
8273,10113
8274,10209
8275,11200
8276,10029
8277,4181
8278,11710
8279,2512
8280,6781
8281,10432
8282,6037
8283,12034
8284,10185
8285,12839
8286,4395
8287,7253
8288,2987
8289,2061
8290,9942
8291,7013
8292,6733
8293,13701
8294,8833
8295,9727
8296,9449
8297,7329
8298,13511
8299,6806
8300,8218
8301,6203
8302,12266
8303,10211
8304,13123
8305,9783
8306,4576
8307,14669
8308,11424
8309,12092
8310,9289
8311,3185
8312,8367
8313,2844
8314,9098
8315,8312
8316,11498
8317,7051
8318,11446
8319,8527
8320,9428
8321,8146
8322,8019
8323,13445
8324,11936
8325,9088
8326,11566
8327,7279
8328,11759
8329,9975
8330,11373
8331,6028
8332,12140
8333,9558
8334,6931
8335,13414
8336,7291
8337,3767
8338,11564
8339,8120
8340,11757
8341,7638
8342,9007
8343,7863
8344,8314
8345,6707
8346,5101
8347,3488
8348,2000
8349,4873
8350,5747
8351,8743
8352,10728
8353,12398
8354,6954
8355,7230
8356,7663
8357,12114
8358,7727
8359,11623
8360,2904
8361,13086
8362,6150
8363,5736
8364,8443
8365,10375
8366,7840
8367,14638
8368,2233
8369,6483
8370,11199
8371,6549
8372,8624
8373,6542
8374,6703
8375,7122
8376,8186
8377,11351
8378,7766
8379,5327
8380,6244
8381,13049
8382,9498
8383,6853
8384,12184
8385,11657
8386,8473
8387,9678
8388,10656
8389,3871
8390,9413
8391,6850
8392,8426
8393,10443
8394,9809
8395,4464
8396,3299
8397,3039
8398,9614
8399,9537
8400,4924
8401,11845
8402,10388
8403,10403
8404,8758
8405,8249
8406,10213
8407,6744
8408,14391
8409,12928
8410,5738
8411,9088
8412,11995
8413,6874
8414,5424
8415,12728
8416,7902
8417,13780
8418,11815
8419,12707
8420,16905
8421,11557
8422,17871
8423,8491
8424,11071
8425,9923
8426,5206
8427,11606
8428,9683
8429,8024
8430,9793
8431,5687
8432,5410
8433,7808
8434,2718
8435,7021
8436,8962
8437,2007
8438,10086
8439,8339
8440,14532
8441,10201
8442,10310
8443,4160
8444,5983
8445,10081
8446,10546
8447,10867
8448,9857
8449,4803
8450,7926
8451,12410
8452,12211
8453,8686
8454,9115
8455,7847
8456,9917
8457,9877
8458,11554
8459,11550
8460,6815
8461,4701
8462,8338
8463,3269
8464,9615
8465,6713
8466,9963
8467,6307
8468,6167
8469,9120
8470,7329
8471,10751
8472,7937
8473,6864
8474,11159
8475,4718
8476,6235
8477,4069
8478,16235
8479,7789
8480,2746
8481,7665
8482,3161
8483,7928
8484,3805
8485,8277
8486,10374
8487,8630
8488,8218
8489,10628
8490,11663
8491,10960
8492,7105
8493,6956
8494,3082
8495,3014
8496,9055
8497,9587
8498,9526
8499,12706
8500,9376
8501,5814
8502,11442
8503,8063
8504,10756
8505,11161
8506,8956
8507,10441
8508,8283
8509,12399
8510,9588
8511,9669
8512,7253
8513,13559
8514,10718
8515,5646
8516,10841
8517,8241
8518,8023
8519,9051
8520,12375
8521,9290
8522,10018
8523,11987
8524,5086
8525,8332
8526,13439
8527,9487
8528,8141
8529,12478
8530,10072
8531,10748
8532,16146
8533,9754
8534,10107
8535,8827
8536,7238
8537,8061
8538,13496
8539,5834
8540,3975
8541,6386
8542,15575
8543,12450
8544,8683
8545,8971
8546,9436
8547,9695
8548,5128
8549,8988
8550,6498
8551,10458
8552,8127
8553,9443
8554,4098
8555,10401
8556,7996
8557,6814
8558,15757
8559,14499
8560,14653
8561,7639
8562,8729
8563,6355
8564,10769
8565,7682
8566,10767
8567,10156
8568,3391
8569,9429
8570,10722
8571,8159
8572,6955
8573,14109
8574,8810
8575,3786
8576,10121
8577,5791
8578,14696
8579,11193
8580,9229
8581,4545
8582,11243
8583,6909
8584,10842
8585,6916
8586,7883
8587,16340
8588,10231
8589,6630
8590,15413
8591,10434
8592,13969
8593,8227
8594,13718
8595,5720
8596,2788
8597,7793
8598,10423
8599,11219
8600,7090
8601,11408
8602,11297
8603,7685
8604,9550
8605,6418
8606,9925
8607,12280
8608,3810
8609,4767
8610,2556
8611,5594
8612,7599
8613,11601
8614,8819
8615,5862
8616,6652
8617,13701
8618,7476
8619,7813
8620,11660
8621,9367
8622,6909
8623,14052
8624,7494
8625,14081
8626,7514
8627,2000
8628,8205
8629,4374
8630,3501
8631,10076
8632,9627
8633,14431
8634,7525
8635,4156
8636,13008
8637,11384
8638,7184
8639,10653
8640,13049
8641,7548
8642,8751
8643,7333
8644,9340
8645,3820
8646,12378
8647,7132
8648,4974
8649,4148
8650,8823
8651,5939
8652,7871
8653,7667
8654,6236
8655,10496
8656,9444
8657,9129
8658,10059
8659,10448
8660,9012
8661,13714
8662,8733
8663,8936
8664,10665
8665,5970
8666,7384
8667,4436
8668,7408
8669,4465
8670,9859
8671,11225
8672,8098
8673,14548
8674,3198
8675,14621
8676,7728
8677,6560
8678,5433
8679,9150
8680,8838
8681,9655
8682,5878
8683,7047
8684,6294
8685,9633
8686,9260
8687,6102
8688,10823
8689,6927
8690,3712
8691,9297
8692,11694
8693,9468
8694,5189
8695,8530
8696,5782
8697,10718
8698,8288
8699,10247
8700,7297
8701,5280
8702,9510
8703,2000
8704,5001
8705,8090
8706,17054
8707,7190
8708,11299
8709,13272
8710,8619
8711,11117
8712,9728
8713,7418
8714,7435
8715,9262
8716,4405
8717,15575
8718,9658
8719,12467
8720,8182
8721,9823
8722,10472
8723,15298
8724,8664
8725,10163
8726,10281
8727,9055
8728,8982
8729,7754
8730,13463
8731,9944
8732,6050
8733,6807
8734,4511
8735,7852
8736,8832
8737,12142
8738,5169
8739,7941
8740,5108
8741,12519
8742,13196
8743,16492
8744,6203
8745,8067
8746,12289
8747,12915
8748,5814
8749,9941
8750,6953
8751,7312
8752,4395
8753,5374
8754,8873
8755,11652
8756,9822
8757,9662
8758,14358
8759,3995
8760,4218
8761,9194
8762,6626
8763,12043
8764,3343
8765,7992
8766,6119
8767,7758
8768,6688
8769,10320
8770,7643
8771,13268
8772,7522
8773,8674
8774,9793
8775,11046
8776,13393
8777,12294
8778,4248
8779,12758
8780,7050
8781,7545
8782,10666
8783,7901
8784,7657
8785,5494
8786,13010
8787,7705
8788,7959
8789,14870
8790,7534
8791,4247
8792,7663
8793,9508
8794,10214
8795,13536
8796,11382
8797,2099
8798,14574
8799,5218
8800,11773
8801,11196
8802,13829
8803,8371
8804,9851
8805,4289
8806,8082
8807,8273
8808,7264
8809,11684
8810,3472
8811,8705
8812,7219
8813,12144
8814,12906
8815,14563
8816,11981
8817,3760
8818,4343
8819,9143
8820,6534
8821,8014
8822,6809
8823,9189
8824,11413
8825,6396
8826,5650
8827,12669
8828,6446
8829,10713
8830,13939
8831,6316
8832,7610
8833,5360
8834,12341
8835,10136
8836,3827
8837,4596
8838,4585
8839,14202
8840,12499
8841,7660
8842,7191
8843,14129
8844,10457
8845,7998
8846,14268
8847,12843
8848,9498
8849,9901
8850,9061
8851,5468
8852,11278
8853,10123
8854,5827
8855,11735
8856,9186
8857,12871
8858,7163
8859,7282
8860,11081
8861,11441
8862,12301
8863,5974
8864,9014
8865,7486
8866,3673
8867,5526
8868,8130
8869,14122
8870,10353
8871,7047
8872,11391
8873,7095
8874,13040
8875,9510
8876,5436
8877,10653
8878,2715
8879,6917
8880,10423
8881,8778
8882,9942
8883,7681
8884,3921
8885,8370
8886,11832
8887,13181
8888,11912
8889,9621
8890,12460
8891,5727
8892,5394
8893,11240
8894,11742
8895,5430
8896,4174
8897,11212
8898,6561
8899,9171
8900,11070
8901,11438
8902,9791
8903,5813
8904,7221
8905,3870
8906,9054
8907,2761
8908,12353
8909,8645
8910,13926
8911,6871
8912,9698
8913,7147
8914,8074
8915,6261
8916,8856
8917,5117
8918,9396
8919,9302
8920,7971
8921,5747
8922,7199
8923,2505
8924,5307
8925,11336
8926,4275
8927,13295
8928,9510
8929,9635
8930,11322
8931,11907
8932,10228
8933,10832
8934,6137
8935,6792
8936,12388
8937,13227
8938,5006
8939,7470
8940,6442
8941,7806
8942,10452
8943,12695
8944,8547
8945,7462
8946,12245
8947,4049
8948,10445
8949,9754
8950,8461
8951,6355
8952,10431
8953,2000
8954,10789
8955,2821
8956,8380
8957,10923
8958,4912
8959,3208
8960,6804
8961,2000
8962,6124
8963,2638
8964,6002
8965,12124
8966,8220
8967,11875
8968,3684
8969,4655
8970,15371
8971,10080
8972,11530
8973,7346
8974,7073
8975,5921
8976,2333
8977,7782
8978,8022
8979,12926
8980,9991
8981,9244
8982,10994
8983,12546
8984,12695
8985,14519
8986,9047
8987,9925
8988,3623
8989,12458
8990,11570
8991,11541
8992,5961
8993,6176
8994,6649
8995,9864
8996,8430
8997,6793
8998,8279
8999,8091
9000,10323
9001,12764
9002,7378
9003,14516
9004,4974
9005,8082
9006,12315
9007,7600
9008,11924
9009,5312
9010,14720
9011,5165
9012,7306
9013,10357
9014,9038
9015,11985
9016,8879
9017,8946
9018,4794
9019,11426
9020,10703
9021,9120
9022,8602
9023,9500
9024,8211
9025,6675
9026,8497
9027,5237
9028,9157
9029,3490
9030,9373
9031,6911
9032,12770
9033,4130
9034,5780
9035,10626
9036,5903
9037,5439
9038,9075
9039,5328
9040,7437
9041,5191
9042,5580
9043,6198
9044,4144
9045,4979
9046,16044
9047,4654
9048,7098
9049,6290
9050,8618
9051,10166
9052,8449
9053,9501
9054,3844
9055,10279
9056,4488
9057,4664
9058,7739
9059,9477
9060,4844
9061,6293
9062,12764
9063,8000
9064,6468
9065,16165
9066,2000
9067,6744
9068,10420
9069,9898
9070,5045
9071,5723
9072,6452
9073,9778
9074,9638
9075,9586
9076,6941
9077,8531
9078,11702
9079,8484
9080,10596
9081,8075
9082,5545
9083,8478
9084,8504
9085,6931
9086,5806
9087,4361
9088,5003
9089,10192
9090,13437
9091,6011
9092,9149
9093,6605
9094,10355
9095,11809
9096,8070
9097,3018
9098,7266
9099,8732
9100,11372
9101,6177
9102,4663
9103,7802
9104,2763
9105,7953
9106,5445
9107,10674
9108,5667
9109,10565
9110,7506
9111,11435
9112,15461
9113,9489
9114,11012
9115,6101
9116,11866
9117,8842
9118,3577
9119,13066
9120,14138
9121,16854
9122,8552
9123,8630
9124,9357
9125,12905
9126,15429
9127,11426
9128,9886
9129,3899
9130,13109
9131,7572
9132,6158
9133,11766
9134,7644
9135,5504
9136,7707
9137,12587
9138,9930
9139,10749
9140,8803
9141,6293
9142,6823
9143,10223
9144,7909
9145,4468
9146,7381
9147,11540
9148,8721
9149,7048
9150,2000
9151,6999
9152,6644
9153,6102
9154,11606
9155,11135
9156,8794
9157,10312
9158,7248
9159,9215
9160,10085
9161,6128
9162,5985
9163,7947
9164,14965
9165,12298
9166,2341
9167,8913
9168,9851
9169,3780
9170,9704
9171,10054
9172,7521
9173,2947
9174,9874
9175,15571
9176,7503
9177,13983
9178,6092
9179,12575
9180,7984
9181,7052
9182,6302
9183,11432
9184,7924
9185,11065
9186,5977
9187,4729
9188,5386
9189,9403
9190,10846
9191,4308
9192,5831
9193,6804
9194,11492
9195,3290
9196,11140
9197,12830
9198,11186
9199,12533
9200,7240
9201,7109
9202,5381
9203,12048
9204,10710
9205,15795
9206,6762
9207,2482
9208,9564
9209,9756
9210,4968
9211,9794
9212,8738
9213,9640
9214,8991
9215,13474
9216,12411
9217,3915
9218,10264
9219,4370
9220,12780
9221,8790
9222,4028
9223,6317
9224,12074
9225,7499
9226,5701
9227,7306
9228,8032
9229,10249
9230,11732
9231,3625
9232,6897
9233,7477
9234,10734
9235,9812
9236,7842
9237,13983
9238,11293
9239,12929
9240,5240
9241,3195
9242,2937
9243,5506
9244,7857
9245,4793
9246,8068
9247,8829
9248,3544
9249,11212
9250,9517
9251,4631
9252,10361
9253,7203
9254,9721
9255,12649
9256,11529
9257,7135
9258,3427
9259,10954
9260,5887
9261,7628
9262,12610
9263,13055
9264,2429
9265,2512
9266,12606
9267,11914
9268,9976
9269,11404
9270,5311
9271,15818
9272,7619
9273,5196
9274,4447
9275,8748
9276,8469
9277,6312
9278,10011
9279,10357
9280,10595
9281,3827
9282,9898
9283,11267
9284,10184
9285,6692
9286,15739
9287,9110
9288,8970
9289,7660
9290,7914
9291,5409
9292,5630
9293,13809
9294,13670
9295,8498
9296,12246
9297,10194
9298,6100
9299,11592
9300,10091
9301,5962
9302,15055
9303,13038
9304,6997
9305,5673
9306,11332
9307,3040
9308,11095
9309,10202
9310,4640
9311,12864
9312,8731
9313,7680
9314,12218
9315,11982
9316,9293
9317,5008
9318,3546
9319,10640
9320,9168
9321,6493
9322,10100
9323,14543
9324,10835
9325,4565
9326,10139
9327,10366
9328,7216
9329,5290
9330,4603
9331,12883
9332,13975
9333,6411
9334,11970
9335,15962
9336,13273
9337,6979
9338,8985
9339,6854
9340,5628
9341,15504
9342,14196
9343,7389
9344,4676
9345,14078
9346,6111
9347,7044
9348,5888
9349,2094
9350,11065
9351,13951
9352,9687
9353,2000
9354,12496
9355,13144
9356,8299
9357,8976
9358,2000
9359,11852
9360,6518
9361,10548
9362,8958
9363,7712
9364,6367
9365,11537
9366,8842
9367,5745
9368,9983
9369,11886
9370,6709
9371,11781
9372,13618
9373,10450
9374,6182
9375,6179
9376,9995
9377,8274
9378,10958
9379,14567
9380,4667
9381,3014
9382,7414
9383,7658
9384,8907
9385,8461
9386,7423
9387,10814
9388,5077
9389,3908
9390,9032
9391,6440
9392,4236
9393,9498
9394,6988
9395,6702
9396,8208
9397,4539
9398,9068
9399,4294
9400,4894
9401,6374
9402,8343
9403,9205
9404,8813
9405,13251
9406,8066
9407,9439
9408,4323
9409,5701
9410,9986
9411,15888
9412,9184
9413,8182
9414,10683
9415,11248
9416,10886
9417,5946
9418,9455
9419,11131
9420,2471
9421,7065
9422,8295
9423,5580
9424,5093
9425,12909
9426,8774
9427,3975
9428,8513
9429,9206
9430,11432
9431,11055
9432,5325
9433,6438
9434,5344
9435,12043
9436,9560
9437,13542
9438,13984
9439,14913
9440,7522
9441,13296
9442,2000
9443,7747
9444,12134
9445,12658
9446,9573
9447,9639
9448,10846
9449,6996
9450,7434
9451,7346
9452,16163
9453,8748
9454,7905
9455,4144
9456,4814
9457,3331
9458,5557
9459,8327
9460,5107
9461,11334
9462,8630
9463,9856
9464,9584
9465,8140
9466,7156
9467,5557
9468,16734
9469,13207
9470,8091
9471,6841
9472,4070
9473,13378
9474,12314
9475,9545
9476,8583
9477,3213
9478,15979
9479,8144
9480,5145
9481,9664
9482,14665
9483,9534
9484,13443
9485,9757
9486,13843
9487,3230
9488,5490
9489,5321
9490,10358
9491,4247
9492,6213
9493,3463
